lang,key,rate,ev_survival,ev_kept,ev_total,gpt_kept
en,https://en.wikivoyage.org/wiki/Music_festival_circuit::1,0.5,0.4,4,10,0.46534653465346537
en,https://en.wikinews.org/wiki/Rare_Middle_East_cyclone_batters_Oman::2,0.5,0.75,6,8,0.45
en,https://en.wikibooks.org/wiki/First_Aid/Poisoning::1,0.5,0.45,9,20,0.41379310344827586
en,https://en.wikibooks.org/wiki/Social_and_Cultural_Foundations_of_American_Education/Technology/Social_Media::2,0.5,0.4,4,10,0.4603174603174603
en,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Flush_Toilet::1,0.5,0.5,7,14,0.47126436781609193
en,https://en.wikinews.org/wiki/India_struggles_with_encephalitis_outbreak::2,0.5,0.6923076923076923,9,13,0.46218487394957986
en,https://en.wikinews.org/wiki/Sandra_Fluke_insists_she_will_not_be_silenced::1,0.5,0.5714285714285714,8,14,0.43636363636363634
en,https://en.wikivoyage.org/wiki/Horse_riding::2,0.5,0.5714285714285714,8,14,0.4397163120567376
en,https://en.wikibooks.org/wiki/High_School_Earth_Science/Telescopes::1,0.5,0.46153846153846156,6,13,0.4642857142857143
en,"https://en.wikinews.org/wiki/Strong_6.3_earthquake_reported_in_Sumatra,_Indonesia::1",0.5,0.5555555555555556,5,9,0.47368421052631576
en,https://en.wikibooks.org/wiki/Fencing::1,0.5,0.46153846153846156,6,13,0.45
en,https://en.wikinews.org/wiki/Seven_killed_in_Chinese_bombing::1,0.5,0.3333333333333333,2,6,0.4745762711864407
en,https://en.wikivoyage.org/wiki/Chile::2,0.5,0.5,5,10,0.4857142857142857
en,https://en.wikivoyage.org/wiki/Thimphu::2,0.5,0.42105263157894735,8,19,0.5166666666666667
en,https://en.wikinews.org/wiki/New_fossils_from_10_million_year_old_ape_found_in_Ethiopia::2,0.5,0.3333333333333333,3,9,0.49122807017543857
en,https://en.wikinews.org/wiki/Cholera_outbreak_hits_Angola::1,0.5,0.2857142857142857,2,7,0.48484848484848486
en,https://en.wikinews.org/wiki/Funeral_of_Pope_John_Paul_II_takes_place::2,0.5,1.0,5,5,0.4673913043478261
en,https://en.wikivoyage.org/wiki/Rock_climbing::1,0.5,0.5,2,4,0.4666666666666667
en,https://en.wikinews.org/wiki/Nadal_beats_Raonic_to_reach_Australian_Open_semis::2,0.5,0.7142857142857143,5,7,0.4939759036144578
en,https://en.wikivoyage.org/wiki/Flying_to_Africa::1,0.5,0.43478260869565216,10,23,0.4818181818181818
en,https://en.wikivoyage.org/wiki/Hospitality_exchange::2,0.5,0.42857142857142855,9,21,0.47413793103448276
en,https://en.wikinews.org/wiki/Bomb_blasts_kill_several_in_Iran::1,0.5,0.6666666666666666,10,15,0.4444444444444444
en,https://en.wikibooks.org/wiki/Wikijunior:World_Heritage_Sites/Serengeti::2,0.5,0.21052631578947367,4,19,0.4731182795698925
en,https://en.wikibooks.org/wiki/Fundamentals_of_Transportation/Introduction::2,0.5,0.3333333333333333,2,6,0.4393939393939394
en,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Laser::1,0.5,0.56,14,25,0.45689655172413796
en,https://en.wikibooks.org/wiki/Wikijunior:Biology/Cells::1,0.5,0.4444444444444444,4,9,0.4418604651162791
en,https://en.wikinews.org/wiki/Photojournalist_photographing_Justin_Bieber%27s_car_run_over_by_another_vehicle::2,0.5,0.625,5,8,0.45925925925925926
en,"https://en.wikinews.org/wiki/Benin,_Nigeria_join_African_Union_continental_free_trade_bloc::1",0.5,0.36363636363636365,4,11,0.47368421052631576
en,https://en.wikinews.org/wiki/Nintendo_unveils_controller_for_Revolution_console::2,0.5,0.5714285714285714,8,14,0.46153846153846156
en,https://en.wikibooks.org/wiki/Basic_Physics_of_Digital_Radiography/The_Basics::2,0.5,0.5555555555555556,5,9,0.4946236559139785
en,https://en.wikinews.org/wiki/Amazon_to_buy_smart_doorbell_startup_Ring::2,0.5,0.35714285714285715,5,14,0.4742268041237113
en,https://en.wikivoyage.org/wiki/Hong_Kong::1,0.5,0.3870967741935484,12,31,0.45185185185185184
en,"https://en.wikinews.org/wiki/Aerosmith_sued_over_late_cancellation_of_gig_in_Maui,_Hawaii::1",0.5,0.7,7,10,0.48333333333333334
en,https://en.wikivoyage.org/wiki/Guanajuato::1,0.5,0.5714285714285714,4,7,0.48412698412698413
en,https://en.wikivoyage.org/wiki/Streymoy::1,0.5,0.38461538461538464,5,13,0.5357142857142857
en,https://en.wikinews.org/wiki/Iranian_passenger_jet%27s_wheel_catches_fire::1,0.5,0.45454545454545453,5,11,0.4489795918367347
en,https://en.wikinews.org/wiki/Philae_space_probe_lands_on_comet::1,0.5,0.5,2,4,0.46
en,https://en.wikibooks.org/wiki/Introduction_to_Paleoanthropology/Bones::1,0.5,0.6818181818181818,15,22,0.5
en,"https://en.wikinews.org/wiki/Hong_Kong_tourists_held_hostage_in_the_Philippines,_nine_killed::2",0.5,0.5333333333333333,8,15,0.43157894736842106
en,https://en.wikivoyage.org/wiki/Barcelona::1,0.5,0.4,4,10,0.44339622641509435
en,https://en.wikivoyage.org/wiki/Grand_Canyon::2,0.5,0.5714285714285714,4,7,0.4957983193277311
en,https://en.wikivoyage.org/wiki/Studying_abroad::1,0.5,0.5510204081632653,27,49,0.45
en,https://en.wikinews.org/wiki/War_between_top_lawyers_in_Greece::1,0.5,0.75,3,4,0.49404761904761907
en,https://en.wikibooks.org/wiki/Introduction_to_Sociology/Culture::1,0.5,0.45454545454545453,10,22,0.4339622641509434
en,https://en.wikinews.org/wiki/New_South_Wales_government_starts_trial_of_hunting_in_national_parks::1,0.5,0.36363636363636365,4,11,0.45918367346938777
en,https://en.wikinews.org/wiki/French_campaigning_film_director_Ren%C3%A9_Vautier_dies::2,0.5,0.2222222222222222,2,9,0.5
en,https://en.wikivoyage.org/wiki/German_phrasebook::2,0.5,0.5238095238095238,11,21,0.4714285714285714
en,https://en.wikinews.org/wiki/EBay_to_acquire_Skype::1,0.5,1.0,1,1,0.43902439024390244
en,https://en.wikinews.org/wiki/Spanish_football_captain_dies_at_26::2,0.5,0.5625,9,16,0.509090909090909
en,https://en.wikibooks.org/wiki/Warfare::2,0.5,0.4222222222222222,19,45,0.4825174825174825
en,https://en.wikinews.org/wiki/Building_collapses_in_Mecca_at_eve_of_Hajj_pillgrimage::1,0.5,0.5454545454545454,6,11,0.4666666666666667
en,https://en.wikinews.org/wiki/Haitian_cholera_victims_threaten_United_Nations_with_lawsuit::2,0.5,0.3684210526315789,7,19,0.4722222222222222
en,https://en.wikinews.org/wiki/Icelandic_Hekla_volcano_shows_signs_of_activity::1,0.5,0.3548387096774194,11,31,0.47572815533980584
en,"https://en.wikinews.org/wiki/Sun%27s_mood_swings_not_so_strange_after_all,_say_scientists::2",0.5,0.46153846153846156,6,13,0.4634146341463415
en,https://en.wikivoyage.org/wiki/Travel_agencies::1,0.5,0.48,12,25,0.45714285714285713
en,https://en.wikibooks.org/wiki/Introduction_to_Paleoanthropology/Genetics/Introduction::1,0.5,0.2222222222222222,2,9,0.4727272727272727
en,https://en.wikinews.org/wiki/Texas_governor_and_health_officials_address_public_regarding_Ebola_case::2,0.5,0.75,3,4,0.47
en,https://en.wikibooks.org/wiki/Castles_of_England/The_Development_of_the_Castle::1,0.5,0.5555555555555556,10,18,0.46938775510204084
en,https://en.wikivoyage.org/wiki/Moldova::1,0.5,0.4583333333333333,11,24,0.4672897196261682
en,https://en.wikinews.org/wiki/Apple_Japan_to_replace_overheating_iPod_Nanos::2,0.5,0.25,1,4,0.4752475247524752
en,https://en.wikivoyage.org/wiki/Sleep::1,0.5,0.8888888888888888,8,9,0.4453125
en,https://en.wikibooks.org/wiki/Wikijunior:Ancient_Civilizations/Assyrians::1,0.5,0.2857142857142857,2,7,0.4838709677419355
en,https://en.wikivoyage.org/wiki/Tornado_safety::2,0.5,0.3076923076923077,4,13,0.4444444444444444
en,https://en.wikivoyage.org/wiki/Travel_photography/Film::1,0.5,0.7692307692307693,10,13,0.5384615384615384
en,https://en.wikibooks.org/wiki/French_Revolution/Effects::1,0.5,0.4482758620689655,13,29,0.4766355140186916
en,https://en.wikivoyage.org/wiki/War_zone_safety::2,0.5,0.45454545454545453,10,22,0.4766355140186916
en,https://en.wikibooks.org/wiki/Wikijunior:Europe/Turkey::1,0.5,0.625,5,8,0.5254237288135594
en,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Behavioural_and_Neuroscience_Methods::1,0.5,0.5,6,12,0.4726027397260274
en,https://en.wikinews.org/wiki/Tennis:_Andy_Murray_wins_Montreal_Masters_2009::1,0.5,0.5172413793103449,15,29,0.48484848484848486
en,https://en.wikivoyage.org/wiki/Japan%27s_Top_100_Cherry_Blossom_Spots::1,0.5,0.6666666666666666,4,6,0.4461538461538462
en,https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Blended_Learning_in_Grades_9-12::2,0.5,0.45,9,20,0.48484848484848486
en,https://en.wikinews.org/wiki/Judge_orders_Baltimore_City_prison_to_produce_plan_for_improvement::1,0.5,0.5,3,6,0.48360655737704916
en,https://en.wikinews.org/wiki/US_Navy_ship_damages_Tubbataha_Reef_National_Park::1,0.5,0.625,5,8,0.4880952380952381
en,https://en.wikinews.org/wiki/Women%E2%80%99s_boxing_to_be_included_in_the_2012_Olympics_for_the_first_time::2,0.5,0.38461538461538464,5,13,0.4603174603174603
en,https://en.wikivoyage.org/wiki/New_Mexico_Pueblos::2,0.5,0.5882352941176471,10,17,0.45535714285714285
en,https://en.wikinews.org/wiki/Leak_suggests_John_Kerry_will_recognise_Israel_as_Jewish_state::2,0.5,0.41379310344827586,12,29,0.4523809523809524
en,https://en.wikibooks.org/wiki/High_School_Earth_Science/Storms::2,0.5,0.6666666666666666,2,3,0.4868421052631579
en,https://en.wikinews.org/wiki/China_promises_cut_in_carbon_dioxide_emissions::2,0.5,0.3333333333333333,3,9,0.47474747474747475
en,https://en.wikibooks.org/wiki/Yoga/Yoga_Tales::1,0.5,0.42857142857142855,9,21,0.4596774193548387
en,https://en.wikinews.org/wiki/President_of_Costa_Rica_contracts_H1N1_swine_flu::1,0.5,0.36363636363636365,8,22,0.4457831325301205
en,https://en.wikibooks.org/wiki/Wikijunior:Dinosaurs/Triceratops::1,0.5,0.5882352941176471,10,17,0.4852941176470588
en,https://en.wikinews.org/wiki/Doctor_to_be_charged_after_mother%27s_death_in_Ohio::2,0.5,0.5,10,20,0.5136986301369864
en,https://en.wikivoyage.org/wiki/Cascais::1,0.5,0.3333333333333333,5,15,0.5061728395061729
en,https://en.wikivoyage.org/wiki/Salar_de_Uyuni::2,0.5,0.7777777777777778,14,18,0.46835443037974683
en,https://en.wikinews.org/wiki/France_issues_pollution_alert_as_ship_splits_off_Basque_coast::1,0.5,0.3333333333333333,3,9,0.5135135135135135
en,https://en.wikibooks.org/wiki/History_of_Technology/Technological_Determinism::1,0.5,0.21428571428571427,3,14,0.4659090909090909
en,https://en.wikibooks.org/wiki/Remembering_the_Templars::2,0.5,0.5555555555555556,10,18,0.5384615384615384
en,https://en.wikibooks.org/wiki/Wikijunior:Bugs/Insects_Intro::1,0.5,0.5384615384615384,7,13,0.45569620253164556
en,"https://en.wikinews.org/wiki/Sam_Simon,_%27The_Simpsons%27_co-creator,_dies_aged_59::2",0.5,0.47368421052631576,9,19,0.4782608695652174
en,https://en.wikibooks.org/wiki/Wikijunior:Solar_System/Jupiter/Io::1,0.5,0.52,13,25,0.5
en,https://en.wikinews.org/wiki/Akayev_flees_Kyrgyzstan_as_protesters_seize_control_of_Bishkek::2,0.5,0.5454545454545454,6,11,0.47297297297297297
en,https://en.wikivoyage.org/wiki/Talk::1,0.5,0.75,3,4,0.46923076923076923
en,https://en.wikivoyage.org/wiki/Mallorca::1,0.5,0.4583333333333333,11,24,0.4
en,"https://en.wikinews.org/wiki/Large_earthquake_off_Japan,_tsunami_warning_issued::1",0.5,0.5833333333333334,7,12,0.5137614678899083
en,https://en.wikinews.org/wiki/Electronic_voting_disputed_in_France::2,0.5,0.42857142857142855,6,14,0.4507042253521127
en,https://en.wikibooks.org/wiki/Modern_Photography/Lenses::1,0.5,0.5714285714285714,12,21,0.4766355140186916
en,https://en.wikibooks.org/wiki/Wikijunior:World_Heritage_Sites/Pyramids_of_Giza::1,0.5,0.36363636363636365,4,11,0.4727272727272727
en,https://en.wikinews.org/wiki/Microsoft_and_Yahoo_team_up_to_make_IM_clients_compatible::2,0.5,0.75,3,4,0.4918032786885246
en,https://en.wikivoyage.org/wiki/Falkland_Islands::2,0.5,0.55,11,20,0.45985401459854014
en,https://en.wikivoyage.org/wiki/Funeral_travel::2,0.5,0.5,6,12,0.4375
en,https://en.wikinews.org/wiki/Hurricane_Fred_churns_the_Atlantic::2,0.5,0.4,2,5,0.4842105263157895
en,https://en.wikivoyage.org/wiki/Southern_Africa::1,0.5,0.7,7,10,0.4830508474576271
en,"https://en.wikinews.org/wiki/Karzai_declared_winner_of_Afghan_elections,_runoff_polls_cancelled::1",0.5,0.4117647058823529,14,34,0.46153846153846156
en,https://en.wikivoyage.org/wiki/GPS_navigation::2,0.5,0.375,9,24,0.44155844155844154
en,https://en.wikibooks.org/wiki/Coaching_Youth_Middle_Distance_Runners/Nutrition::2,0.5,0.4666666666666667,14,30,0.4716981132075472
en,https://en.wikibooks.org/wiki/Ancient_China/Government::1,0.5,0.23076923076923078,3,13,0.4700854700854701
en,https://en.wikinews.org/wiki/Australian_treasurer_enters_nuclear_debate::2,0.5,0.5714285714285714,4,7,0.4523809523809524
en,https://en.wikinews.org/wiki/Sealing_ships_trapped_in_ice_off_coast_of_Newfoundland::2,0.5,0.625,5,8,0.4745762711864407
en,https://en.wikivoyage.org/wiki/Casablanca::1,0.5,0.5555555555555556,5,9,0.4713375796178344
en,https://en.wikinews.org/wiki/Spanish_football:_Sevilla_signs_Aleix_Vidal_from_FC_Barcelona::2,0.5,0.375,3,8,0.42424242424242425
en,https://en.wikinews.org/wiki/IEEE_approves_802.11n_standard_after_six_years::2,0.5,0.5,4,8,0.5444444444444444
en,https://en.wikivoyage.org/wiki/Meteora::1,0.5,0.4090909090909091,9,22,0.45217391304347826
en,https://en.wikinews.org/wiki/Renault_F1_launch_criminal_complaint_against_former_driver_over_race-fixing_allegation::2,0.5,0.5555555555555556,5,9,0.4788732394366197
en,https://en.wikinews.org/wiki/Space_station_crew_perform_successful_spacewalk::2,0.5,0.5,3,6,0.47540983606557374
en,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Problem_Solving_from_an_Evolutionary_Perspective::2,0.5,0.5789473684210527,11,19,0.45045045045045046
en,https://en.wikibooks.org/wiki/Wikijunior:The_Elements/Hydrogen::2,0.5,0.4666666666666667,7,15,0.4393939393939394
en,https://en.wikinews.org/wiki/2010_FIBA_World_Championship_starts::2,0.5,0.5,2,4,0.51
en,https://en.wikibooks.org/wiki/Wikijunior:Big_Cats/Ocelot::2,0.5,0.5238095238095238,11,21,0.45871559633027525
en,https://en.wikinews.org/wiki/South_Africa_end_All_Blacks%27_15-game_winning_streak::1,0.5,0.5,2,4,0.4661016949152542
en,https://en.wikivoyage.org/wiki/Hiking_destinations_in_Norway::1,0.5,0.4117647058823529,7,17,0.5324675324675324
en,https://en.wikinews.org/wiki/Another_arrest_in_Minnesota_school_shooting::2,0.5,0.6,6,10,0.49122807017543857
en,https://en.wikivoyage.org/wiki/Cold_weather::1,0.5,0.47368421052631576,9,19,0.45714285714285713
en,https://en.wikivoyage.org/wiki/Corcovado_National_Park::2,0.5,0.4090909090909091,9,22,0.4748201438848921
en,https://en.wikibooks.org/wiki/Wikijunior:Ancient_Civilizations/What_is_a_Civilization%3F::2,0.5,0.6666666666666666,4,6,0.4666666666666667
en,https://en.wikibooks.org/wiki/Exercise_as_it_relates_to_Disease/Can_Exercise_Really_Help_Multiple_Sclerosis%3F::1,0.5,0.7,14,20,0.4375
en,https://en.wikivoyage.org/wiki/Winter_driving::1,0.5,0.5454545454545454,12,22,0.45454545454545453
en,https://en.wikibooks.org/wiki/Goats/Introduction::1,0.5,0.47058823529411764,8,17,0.46236559139784944
en,https://en.wikinews.org/wiki/Australian_Big_Brother_cleared_of_breaching_content_laws::1,0.5,0.8888888888888888,8,9,0.453125
en,https://en.wikibooks.org/wiki/Coaching_Youth_Middle_Distance_Runners/Introduction::2,0.5,0.5833333333333334,7,12,0.45054945054945056
en,https://en.wikivoyage.org/wiki/Past_events/Wikimania_2018_Cape_Town_Guidebook::2,0.5,0.5,4,8,0.44871794871794873
en,https://en.wikivoyage.org/wiki/Hiking::1,0.5,0.5238095238095238,11,21,0.4367816091954023
en,https://en.wikinews.org/wiki/Fossilized_remains_of_small_dinosaur_rediscovered_in_Canada::1,0.5,0.6,3,5,0.5443037974683544
en,https://en.wikivoyage.org/wiki/Plitvice_Lakes_National_Park::2,0.5,0.2,1,5,0.44642857142857145
en,https://en.wikinews.org/wiki/US_helicopter_with_17_on_board_believed_to_have_been_shot_down_in_Afghanistan::2,0.5,0.4,2,5,0.45161290322580644
en,https://en.wikibooks.org/wiki/European_History/Challenges_to_Spiritual_Authority::1,0.5,0.4126984126984127,26,63,0.43548387096774194
en,"https://en.wikinews.org/wiki/Gas_explosion_reported_in_Hammersmith,_London::1",0.5,0.8,4,5,0.42391304347826086
en,https://en.wikivoyage.org/wiki/First_and_business_class_flights::1,0.5,0.375,3,8,0.4701492537313433
en,https://en.wikinews.org/wiki/West_Indies_wins_the_third_match_of_the_cricket_series_against_India::2,0.5,0.6666666666666666,6,9,0.5194805194805194
en,https://en.wikibooks.org/wiki/The_Cold_War/Hungarian_Revolution::1,0.5,0.38095238095238093,8,21,0.4883720930232558
en,https://en.wikinews.org/wiki/Susan_G._Komen_Foundation_stops_funding_to_Planned_Parenthood::2,0.5,0.7142857142857143,5,7,0.4732142857142857
en,https://en.wikivoyage.org/wiki/Visa::1,0.5,0.4444444444444444,8,18,0.43
en,https://en.wikinews.org/wiki/Iraq_Study_Group_Report:_Iraq_could_be_on_a_slide_towards_chaos::1,0.5,0.4,10,25,0.48201438848920863
en,https://en.wikivoyage.org/wiki/Travel_advisories::2,0.5,0.4666666666666667,14,30,0.4485981308411215
en,https://en.wikinews.org/wiki/Former_U.S._National_Security_Advisor_Zbigniew_Brzezinski_dies_aged_89::1,0.5,0.42857142857142855,15,35,0.46923076923076923
en,https://en.wikibooks.org/wiki/Wikijunior:Solar_System/The_Sun::2,0.5,0.14285714285714285,2,14,0.4782608695652174
en,https://en.wikivoyage.org/wiki/Baltic_Sea_ferries::1,0.5,0.75,3,4,0.44680851063829785
en,https://en.wikivoyage.org/wiki/Air_courier::1,0.5,0.5,6,12,0.4375
en,https://en.wikibooks.org/wiki/Sikhism::2,0.5,0.32,8,25,0.48872180451127817
en,https://en.wikibooks.org/wiki/Wikijunior:Solar_System/Moon::1,0.5,0.5,22,44,0.4588235294117647
en,https://en.wikinews.org/wiki/U.S._President_arrives_in_Singapore::1,0.75,0.7272727272727273,8,11,0.6962025316455697
en,https://en.wikibooks.org/wiki/Lucid_Dreaming/Introduction::2,0.75,0.7083333333333334,17,24,0.7358490566037735
en,https://en.wikinews.org/wiki/Canadian_professional_wrestler_Luna_Vachon_dies_aged_48::1,0.75,0.6,6,10,0.7450980392156863
en,https://en.wikinews.org/wiki/La_La_Land_receives_record-equalling_fourteen_Oscar_nominations;_Hacksaw_Ridge_gets_six::1,0.75,0.7777777777777778,7,9,0.6481481481481481
en,https://en.wikinews.org/wiki/Huge_Gay_Pride_parade_held_in_Brazil::1,0.75,0.8888888888888888,16,18,0.7232142857142857
en,https://en.wikibooks.org/wiki/Wikijunior:Ancient_Civilizations/Egyptians::2,0.75,0.9090909090909091,10,11,0.7398373983739838
en,https://en.wikivoyage.org/wiki/Travel_in_developing_countries::2,0.75,0.7692307692307693,10,13,0.75
en,https://en.wikivoyage.org/wiki/Water::1,0.75,0.6428571428571429,9,14,0.7258064516129032
en,https://en.wikinews.org/wiki/Golf_and_rugby_set_to_return_to_the_Olympic_Games::2,0.75,0.7,14,20,0.7358490566037735
en,https://en.wikibooks.org/wiki/Coaching_Youth_Middle_Distance_Runners/Training::1,0.75,0.6666666666666666,10,15,0.7213114754098361
en,https://en.wikibooks.org/wiki/Wikijunior:Ancient_Civilizations/Hebrews::1,0.75,0.6153846153846154,8,13,0.7397260273972602
en,https://en.wikinews.org/wiki/Saturn%27s_moon_Titan_hosts_liquid_lakes_and_rivers::2,0.75,0.8,24,30,0.7532467532467533
en,https://en.wikinews.org/wiki/Toronto_team-led_research_on_Type_1_Diabetes_%27groundbreaking%27::1,0.75,0.7692307692307693,10,13,0.7326732673267327
en,https://en.wikibooks.org/wiki/Animal_Behavior/Population_Genetics::2,0.75,0.75,12,16,0.75
en,https://en.wikinews.org/wiki/Edmonton_prison_conflict_wounds_eight::2,0.75,0.7333333333333333,11,15,0.7570093457943925
en,https://en.wikinews.org/wiki/Burning_debris_from_satellites_spotted_over_several_US_cities::1,0.75,0.8333333333333334,5,6,0.7777777777777778
en,https://en.wikibooks.org/wiki/The_Seven_Wonders_of_the_World/The_Temple_of_Artemis::2,0.75,0.8181818181818182,9,11,0.7244094488188977
en,https://en.wikibooks.org/wiki/American_Revolution/The_Declaration_of_Independence::1,0.75,0.8125,13,16,0.7597402597402597
en,https://en.wikinews.org/wiki/Italy_arrests_reputed_Mafia_boss_Lo_Piccolo::2,0.75,0.8,16,20,0.7538461538461538
en,https://en.wikivoyage.org/wiki/Hostels::1,0.75,0.7142857142857143,5,7,0.7111111111111111
en,https://en.wikinews.org/wiki/8.0_magnitude_earthquake_occurs_near_Tonga::2,0.75,0.7222222222222222,13,18,0.7411764705882353
en,https://en.wikinews.org/wiki/UK_threat_level_reduced_to_%27severe%27::1,0.75,0.75,6,8,0.7435897435897436
en,"https://en.wikinews.org/wiki/Crossing_guard_killed_by_truck_in_Glasgow,_Scotland::1",0.75,0.6956521739130435,16,23,0.7448979591836735
en,https://en.wikibooks.org/wiki/Wikijunior:Solar_System/Space_exploration::1,0.75,0.9166666666666666,11,12,0.7395833333333334
en,https://en.wikinews.org/wiki/24_people_rescued_from_roller_coaster_at_California%27s_Great_America_theme_park::1,0.75,0.7931034482758621,23,29,0.7333333333333333
en,https://en.wikivoyage.org/wiki/Internet_telephony::2,0.75,0.75,12,16,0.7281553398058253
en,https://en.wikibooks.org/wiki/Wikijunior:Big_Cats/Tiger::1,0.75,0.5714285714285714,4,7,0.7291666666666666
en,https://en.wikinews.org/wiki/Young_motorcycle_racer_Peter_Lenz_dies_in_race_crash_aged_13::1,0.75,0.6666666666666666,6,9,0.7317073170731707
en,https://en.wikivoyage.org/wiki/Boating_on_the_Baltic_Sea::2,0.75,0.75,9,12,0.73
en,https://en.wikibooks.org/wiki/Basic_Physics_of_Digital_Radiography/The_Computer::2,0.75,0.75,6,8,0.7258064516129032
en,https://en.wikibooks.org/wiki/Wikijunior:Dinosaurs/Extinction::2,0.75,0.8666666666666667,13,15,0.7375
en,https://en.wikibooks.org/wiki/Wikijunior:United_States_Charters_of_Freedom/Declaration_of_Independence::1,0.75,0.7272727272727273,8,11,0.7718120805369127
en,https://en.wikibooks.org/wiki/Wikijunior:World_War_II/Battle_of_Britain::1,0.75,0.7391304347826086,17,23,0.7350427350427351
en,https://en.wikibooks.org/wiki/Golf::1,0.75,0.7058823529411765,12,17,0.7558139534883721
en,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Computer::1,0.75,0.8461538461538461,11,13,0.7083333333333334
en,"https://en.wikinews.org/wiki/Red_tide_affects_South_Padre_Island,_Mexico::1",0.75,0.8,4,5,0.7311827956989247
en,https://en.wikinews.org/wiki/Cosmonaut_Alexei_Leonov_dies_at_age_85::2,0.75,1.0,2,2,0.7931034482758621
en,"https://en.wikinews.org/wiki/No_bomb_threat,_hijacking_of_plane_in_China%27s_Xinjiang_region_according_to_Afghan_officials::2",0.75,0.6363636363636364,14,22,0.7166666666666667
en,https://en.wikivoyage.org/wiki/Galapagos_Islands::1,0.75,0.625,25,40,0.7565217391304347
en,https://en.wikivoyage.org/wiki/Travelling_around_the_Schengen_Area::1,0.75,0.75,9,12,0.7339449541284404
en,https://en.wikinews.org/wiki/Trade_hall_roof_collapses_in_Poland::1,0.75,1.0,5,5,0.7205882352941176
en,https://en.wikinews.org/wiki/Teen_post_officer_hides_400_New_Year_cards_in_Japanese_snow::1,0.75,0.7777777777777778,7,9,0.7402597402597403
en,"https://en.wikinews.org/wiki/Phone_threat_closes_tunnels,_snarls_traffic_in_Baltimore,_Maryland::2",0.75,0.875,7,8,0.7647058823529411
en,https://en.wikivoyage.org/wiki/Staycation::1,0.75,0.6666666666666666,18,27,0.7333333333333333
en,https://en.wikivoyage.org/wiki/Yellowstone_National_Park::2,0.75,0.72,18,25,0.7222222222222222
en,https://en.wikinews.org/wiki/Bali_climate_change_conference_begins::2,0.75,0.4,2,5,0.7101449275362319
en,https://en.wikibooks.org/wiki/History_of_Islam/Early_Islam::1,0.75,0.6764705882352942,23,34,0.7483443708609272
en,https://en.wikinews.org/wiki/Brazilian_footballer_Gabriel_Jesus_signs_contract_extension_with_Manchester_City::2,0.75,0.8,16,20,0.7254901960784313
en,https://en.wikivoyage.org/wiki/Advice_for_nervous_flyers::1,0.75,0.71875,23,32,0.7282608695652174
en,https://en.wikinews.org/wiki/A_5.6_Richter_quake_hits_Western_Montana::1,0.75,0.875,7,8,0.7631578947368421
en,https://en.wikivoyage.org/wiki/Wildlife_photography::1,0.75,0.8333333333333334,5,6,0.7130434782608696
en,https://en.wikibooks.org/wiki/Social_and_Cultural_Foundations_of_American_Education/Technology/Role::1,0.75,0.782608695652174,18,23,0.7419354838709677
en,https://en.wikibooks.org/wiki/Exercise_as_it_relates_to_Disease/Physical_activity_effect_on_mental_health_in_people_with_chronic_lower_back_pain::1,0.75,0.7333333333333333,11,15,0.6944444444444444
en,https://en.wikivoyage.org/wiki/Bread_and_confectionery::2,0.75,0.5714285714285714,4,7,0.7222222222222222
en,https://en.wikinews.org/wiki/Nathalie_Carpanedo_finishes_wild_card_run_at_2013_IPC_Alpine_World_Championships::1,0.75,0.8333333333333334,10,12,0.7547169811320755
en,https://en.wikivoyage.org/wiki/Charlotte_with_children::1,0.75,0.6,6,10,0.7310924369747899
en,https://en.wikibooks.org/wiki/Wikijunior:South_America/The_Amazon::1,0.75,0.875,7,8,0.7368421052631579
en,https://en.wikibooks.org/wiki/European_History/World_War_I::2,0.75,0.75,15,20,0.7362637362637363
en,https://en.wikivoyage.org/wiki/Round_the_world_flights::2,0.75,0.6666666666666666,4,6,0.7117117117117117
en,https://en.wikibooks.org/wiki/Introduction_to_Sociology/Society::2,0.75,0.6666666666666666,6,9,0.7530864197530864
en,https://en.wikinews.org/wiki/New_Australian_Prime_Minister_signs_Kyoto::2,0.75,0.4,2,5,0.6956521739130435
en,https://en.wikivoyage.org/wiki/Mobile_phones::1,0.75,0.8333333333333334,15,18,0.7340425531914894
en,https://en.wikinews.org/wiki/Canadian_Prime_Minister_Harper_agrees_to_send_%27Clean_Air_Act%27_to_committee::2,0.75,0.625,15,24,0.7528735632183908
en,https://en.wikibooks.org/wiki/Wikijunior:Biology/Origin_of_Life::1,0.75,0.6666666666666666,20,30,0.7474747474747475
en,https://en.wikivoyage.org/wiki/Cross_country_skiing::1,0.75,0.9230769230769231,12,13,0.7352941176470589
en,https://en.wikibooks.org/wiki/Animal_Behavior/Biological_Rhythms::1,0.75,0.7142857142857143,15,21,0.725
en,https://en.wikivoyage.org/wiki/Sundarbans_National_Park::1,0.75,0.6666666666666666,6,9,0.7724550898203593
en,https://en.wikivoyage.org/wiki/Noum%C3%A9a::1,0.75,0.8333333333333334,5,6,0.7404580152671756
